PLZ_ID	plastic
362a90f66a	unknown_plastic
f357cec87f	unknown_plastic
13e94451cf	unknown_plastic
f0f395b06e	unknown_plastic
e560d46d60	unknown_plastic
5fe6b19101	unknown_plastic
818845fa4c	unknown_plastic
2bfa7c79bc	unknown_plastic
13df4a22b6	unknown_plastic
1ee12b0edb	unknown_plastic
38df35516e	unknown_plastic
6ff94a8eb2	unknown_plastic
48e42e9c81	unknown_plastic
b9fb6f33fd	unknown_plastic
debb3f3b19	unknown_plastic
8b475ec429	unknown_plastic
9b04742d32	unknown_plastic
5627f6c8f5	unknown_plastic
352c36b9ea	unknown_plastic
29664bb6fa	unknown_plastic
d62a6c4d31	unknown_plastic
b906421c42	unknown_plastic
561001c977	unknown_plastic
9f0967e598	unknown_plastic
e546aca494	unknown_plastic
ad11b1d44f	unknown_plastic
9ab8e69773	unknown_plastic
ad969a4f69	unknown_plastic
a8e3d4fae7	unknown_plastic
710fb986ed	unknown_plastic
db0d5e9fec	unknown_plastic
f82de42667	unknown_plastic
f9522bd24f	unknown_plastic
45560c74f9	unknown_plastic
b2bf3ca14b	unknown_plastic
e479397f68	unknown_plastic
59f1116f87	unknown_plastic
fcf9c46832	unknown_plastic
53e54e4625	unknown_plastic
9503cc814c	unknown_plastic
